Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/12 3:42:05 PM GMT+5:30,14,Female,Multiple times a week,Beauty and Personal Care;others,Yes,Rarely,others,First page,1,Maybe,Always,others,Sometimes,No,Never,Sometimes,3,No,4,5,Product recommendations,Irrelevant product suggestions,434331
2023/06/08 5:48:14 PM GMT+5:30,48,Others,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,others,First page,5,Maybe,Rarely,others,Always,No,Occasionally,No,5,No,3,2,Wide product selection,Reducing packaging waste,886850
2023/06/08 5:06:30 PM GMT+5:30,67,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Rarely,others,First page,2,No,Never,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,3,Yes,5,2,Product recommendations,Add more familiar brands to the list,152329
2023/06/06 7:18:52 PM GMT+5:30,22,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,nan,First page,1,Yes,Never,High shipping costs,Sometimes,Yes,Moderately,Sometimes,5,Yes,4,1,User-friendly website/app interface,User interface ,638201
2023/06/06 7:08:47 PM GMT+5:30,30,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;others,No,Rarely,nan,Multiple pages,4,Yes,Always,others,Never,Yes,Heavily,No,1,Sometimes,5,3,Wide product selection,No problems with Amazon,548509
2023/06/11 11:00:11 PM GMT+5:30,21,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,No,Few times a month,Filter,Multiple pages,3,Maybe,Never,Changed my mind or no longer need the item,Sometimes,Yes,Never,Sometimes,3,Yes,4,4,Quick delivery,Quality of product is very poor according to the big offers,542712
2023/06/06 11:28:31 PM GMT+5:30,41,Prefer not to say,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a week,categories,Multiple pages,2,Maybe,Often,Changed my mind or no longer need the item,Often,No,Occasionally,Yes,5,Yes,2,4,User-friendly website/app interface,Scrolling option would be much better than going to next page,918647
2023/06/09 3:17:31 PM GMT+5:30,49,Others,Once a month,Beauty and Personal Care,Yes,Rarely,Filter,First page,5,No,Rarely,others,Sometimes,No,Occasionally,Yes,5,Yes,5,2,User-friendly website/app interface,No problems with Amazon,143716
2023/06/06 6:46:21 PM GMT+5:30,59,Prefer not to say,Multiple times a week,Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Filter,Multiple pages,5,No,Never,Found a better price elsewhere,Often,No,Occasionally,Yes,5,Yes,5,2,Competitive prices,Irrelevant product suggestions,893925
2023/06/08 5:45:59 PM GMT+5:30,49,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,others,Multiple pages,5,No,Rarely,Found a better price elsewhere,Often,No,Moderately,No,5,No,4,5,All the above,I have no problem with Amazon yet. But others tell me about the refund issues ,162137
2023/06/09 12:22:47 PM GMT+5:30,21,Others,Multiple times a week,Groceries and Gourmet Food,Sometimes,Multiple times a day,nan,Multiple pages,3,Yes,Often,others,Rarely,Yes,Rarely,Yes,4,No,3,2,.,Nothing,823012
2023/06/06 6:45:07 PM GMT+5:30,37,Prefer not to say,Less than once a month,Home and Kitchen;others,No,Few times a month,Keyword,First page,4,Maybe,Always,Changed my mind or no longer need the item,Rarely,Yes,Moderately,Yes,5,Sometimes,4,3,User-friendly website/app interface,Product quality and accuracy,865137
2023/06/06 7:54:19 PM GMT+5:30,65,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,categories,First page,2,Maybe,Always,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,No,2,Sometimes,5,5,Quick delivery,Reducing packaging waste,805852
2023/06/06 6:57:14 PM GMT+5:30,18,Male,Once a week,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a week,categories,First page,2,Yes,Always,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,2,Yes,5,3,User-friendly website/app interface,No problems with Amazon,951190
2023/06/08 5:28:09 PM GMT+5:30,22,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,others,Multiple pages,3,No,Always,others,Often,No,Rarely,Yes,2,Sometimes,3,1,Customer service,Product quality and accuracy,926513
2023/06/06 10:36:14 AM GMT+5:30,52,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Multiple times a day,Keyword,First page,4,Maybe,Sometimes,others,Never,No,Never,No,4,Sometimes,1,4,Customer service ,Nil,251621
2023/06/04 11:27:53 PM GMT+5:30,14,Female,Once a week,Home and Kitchen;others,No,Few times a week,nan,First page,1,Maybe,Sometimes,Found a better price elsewhere,Never,Yes,Rarely,No,2,Yes,4,2,Product recommendations,Add more familiar brands to the list,816112
2023/06/08 3:33:39 AM GMT+5:30,65,Others,Few times a month,Home and Kitchen;others,Sometimes,Multiple times a day,categories,First page,2,Maybe,Often,others,Often,Yes,Occasionally,Yes,2,No,2,1,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues ,193622
2023/06/12 2:49:47 PM GMT+5:30,22,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,nan,First page,2,Maybe,Rarely,High shipping costs,Always,Yes,Never,Yes,5,Sometimes,3,1,.,Nothing,829042
2023/06/12 3:59:59 PM GMT+5:30,7,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a month,others,First page,3,No,Never,High shipping costs,Never,No,Rarely,Sometimes,1,Yes,2,1,Quick delivery,better app interface and lower shipping charges,580946
2023/06/11 10:47:42 PM GMT+5:30,41,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a month,Filter,Multiple pages,2,Yes,Never,Changed my mind or no longer need the item,Rarely,No,Moderately,No,1,Yes,5,2,Quick delivery,Irrelevant product suggestions,698617
2023/06/08 3:26:38 AM GMT+5:30,44,Others,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a month,others,First page,5,No,Never,High shipping costs,Sometimes,No,Rarely,Yes,5,Yes,5,2,Competitive prices,User interface of app,203292
2023/06/06 8:08:19 PM GMT+5:30,60,Others,Multiple times a week,Beauty and Personal Care;others,Sometimes,Few times a month,nan,First page,5,Yes,Never,Found a better price elsewhere,Never,No,Never,Sometimes,5,Sometimes,2,5,Quick delivery,User interface ,204978
2023/06/05 8:06:04 PM GMT+5:30,34,Others,Once a month,Groceries and Gourmet Food,Yes,Few times a week,Filter,Multiple pages,4,Maybe,Always,others,Never,No,Moderately,No,3,Sometimes,5,4,Customer service ,Nil,290486
2023/06/09 2:39:16 PM GMT+5:30,5,Prefer not to say,Less than once a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,Filter,Multiple pages,2,Maybe,Sometimes,High shipping costs,Never,Yes,Occasionally,Yes,2,No,4,5,Product recommendations,User interface of app,599858
2023/06/05 10:53:16 AM GMT+5:30,37,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,Keyword,First page,5,Yes,Always,Changed my mind or no longer need the item,Sometimes,No,Heavily,Sometimes,1,No,4,2,Customer service,better app interface and lower shipping charges,811961
2023/06/07 5:58:12 PM GMT+5:30,50,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a month,others,First page,1,No,Often,Found a better price elsewhere,Always,No,Occasionally,No,3,No,5,4,Customer service ,User interface ,551136
2023/06/06 7:54:19 PM GMT+5:30,7,Others,Few times a month,Beauty and Personal Care;others,No,Rarely,Keyword,Multiple pages,3,No,Often,High shipping costs,Sometimes,Yes,Moderately,Yes,3,Sometimes,4,4,Customer service ,I don't have any problem with Amazon,882764
2023/06/07 9:54:56 PM GMT+5:30,59,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Rarely,Keyword,First page,2,Maybe,Sometimes,Found a better price elsewhere,Rarely,No,Never,Yes,5,Sometimes,4,1,Quick delivery,Quality of product is very poor according to the big offers,910801
2023/06/07 9:54:24 PM GMT+5:30,24,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a month,others,Multiple pages,2,Yes,Never,Found a better price elsewhere,Rarely,No,Moderately,Sometimes,4,Sometimes,5,3,Customer service ,User interface ,543479
2023/06/04 9:48:15 PM GMT+5:30,23,Others,Once a week,Clothing and Fashion,Yes,Few times a month,categories,Multiple pages,1,Maybe,Always,High shipping costs,Sometimes,Yes,Never,Yes,5,Sometimes,5,1,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues ,860370
2023/06/07 11:44:55 AM GMT+5:30,39,Female,Once a week,Beauty and Personal Care,Yes,Multiple times a day,Keyword,First page,3,No,Rarely,Found a better price elsewhere,Always,Yes,Moderately,No,1,Sometimes,2,5,Quick delivery,Shipping speed and reliability,462416
2023/06/08 5:31:03 PM GMT+5:30,31,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,Multiple pages,1,No,Always,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,No,1,Yes,1,1,Wide product selection,UI,930692
2023/06/04 9:10:51 PM GMT+5:30,66,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,nan,Multiple pages,5,No,Rarely,others,Never,No,Rarely,Yes,2,Sometimes,3,3,Wide product selection,Nil,690905
2023/06/05 1:35:41 PM GMT+5:30,21,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a week,nan,First page,4,Maybe,Sometimes,others,Often,Yes,Rarely,Yes,1,Yes,4,3,All the above,Customer service responsiveness,735056
2023/06/11 10:52:47 PM GMT+5:30,33,Others,Multiple times a week,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a month,categories,First page,3,Maybe,Always,High shipping costs,Never,No,Moderately,Sometimes,5,Sometimes,1,2,.,Nothing,361083
2023/06/06 7:11:46 PM GMT+5:30,34,Prefer not to say,Once a week,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a month,categories,Multiple pages,2,No,Often,Changed my mind or no longer need the item,Never,No,Never,No,5,Yes,4,2,Wide product selection,Customer service responsiveness,314744
2023/06/06 7:02:21 PM GMT+5:30,65,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Few times a week,others,Multiple pages,5,No,Sometimes,Changed my mind or no longer need the item,Always,No,Heavily,Sometimes,5,No,3,1,.,Add more familiar brands to the list,588224
2023/06/07 11:06:40 PM GMT+5:30,39,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Multiple times a day,categories,First page,4,No,Sometimes,High shipping costs,Sometimes,No,Heavily,Yes,4,Yes,4,5,All the above,Customer service responsiveness,774979
2023/06/12 3:51:31 PM GMT+5:30,48,Others,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,others,Multiple pages,2,Yes,Always,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Yes,4,Sometimes,3,1,Customer service,UI,681150
2023/06/11 11:02:55 PM GMT+5:30,54,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few times a month,Keyword,Multiple pages,4,Yes,Never,Changed my mind or no longer need the item,Sometimes,No,Heavily,No,5,Sometimes,1,5,Customer service ,Nothing,673817
2023/06/06 4:46:25 PM GMT+5:30,58,Others,Once a week,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Rarely,categories,Multiple pages,4,Yes,Often,Changed my mind or no longer need the item,Sometimes,No,Heavily,Sometimes,3,No,3,4,All the above,Product quality and accuracy,790702
2023/06/12 3:56:57 PM GMT+5:30,41,Female,Once a week,Beauty and Personal Care;Home and Kitchen;others,Yes,Few times a week,Keyword,Multiple pages,5,Maybe,Often,Changed my mind or no longer need the item,Always,Yes,Rarely,No,5,No,1,2,Competitive prices,Nil,182327
2023/06/06 7:20:35 PM GMT+5:30,22,Female,Once a month,Beauty and Personal Care;Home and Kitchen,Yes,Multiple times a day,others,Multiple pages,5,No,Never,Changed my mind or no longer need the item,Often,No,Rarely,No,3,Yes,1,2,.,Quality of product is very poor according to the big offers,839580
2023/06/11 11:20:18 PM GMT+5:30,25,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Rarely,Keyword,Multiple pages,2,Yes,Never,High shipping costs,Never,No,Occasionally,No,5,No,5,2,Customer service,.,386878
2023/06/07 10:58:04 PM GMT+5:30,11,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,Filter,Multiple pages,2,Yes,Always,Found a better price elsewhere,Sometimes,No,Occasionally,Sometimes,1,Yes,2,5,Quick delivery,Add more familiar brands to the list,467959
2023/06/06 6:38:03 PM GMT+5:30,44,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Rarely,Filter,Multiple pages,5,Maybe,Never,Changed my mind or no longer need the item,Rarely,Yes,Occasionally,Sometimes,5,Yes,4,4,Wide product selection,.,448916
2023/06/04 8:45:45 PM GMT+5:30,33,Male,Once a week,Home and Kitchen;others,Yes,Rarely,Keyword,First page,5,Maybe,Never,Changed my mind or no longer need the item,Sometimes,No,Rarely,Yes,1,Yes,2,5,Customer service,No problems with Amazon,488521
2023/06/07 12:30:22 PM GMT+5:30,27,Others,Few times a month,Clothing and Fashion;Home and Kitchen,Yes,Rarely,nan,First page,5,Yes,Never,others,Often,Yes,Rarely,No,2,No,1,1,.,I don't have any problem with Amazon,334024
2023/06/09 2:44:09 PM GMT+5:30,50,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Rarely,Keyword,First page,4,Yes,Rarely,Found a better price elsewhere,Rarely,No,Never,Sometimes,2,Sometimes,1,4,Customer service,User interface of app,650087
2023/06/11 11:28:26 PM GMT+5:30,43,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,categories,First page,5,No,Never,Found a better price elsewhere,Rarely,Yes,Occasionally,Yes,3,Sometimes,2,2,Competitive prices,Add more familiar brands to the list,702690
2023/06/05 9:56:08 PM GMT+5:30,34,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Keyword,First page,3,Yes,Often,Found a better price elsewhere,Often,No,Heavily,Yes,3,Sometimes,5,2,All the above,No problems with Amazon,767352
2023/06/06 11:49:21 AM GMT+5:30,17,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a month,categories,Multiple pages,4,No,Sometimes,others,Always,Yes,Occasionally,Sometimes,5,No,1,5,Wide product selection,User interface ,606085
2023/06/05 10:07:33 PM GMT+5:30,37,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a month,Filter,First page,4,Maybe,Always,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Yes,1,Sometimes,5,3,Quick delivery,Reducing packaging waste,816819
2023/06/07 3:56:01 PM GMT+5:30,7,Others,Once a week,Clothing and Fashion;Home and Kitchen,Yes,Few times a week,others,First page,4,Maybe,Never,High shipping costs,Rarely,Yes,Moderately,No,5,No,1,3,Quick delivery,Add more familiar brands to the list,258890
2023/06/08 5:45:08 PM GMT+5:30,6,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few times a month,others,First page,5,Yes,Always,Found a better price elsewhere,Sometimes,No,Moderately,No,4,No,5,3,Customer service ,UI,640889
2023/06/08 10:24:19 PM GMT+5:30,20,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Few times a week,categories,Multiple pages,1,Yes,Often,others,Sometimes,Yes,Occasionally,Yes,5,Sometimes,1,1,.,Add more familiar brands to the list,141154
2023/06/04 8:00:11 PM GMT+5:30,52,Female,Multiple times a week,Beauty and Personal Care,Yes,Multiple times a day,others,First page,3,Maybe,Always,others,Often,No,Rarely,No,4,Sometimes,2,3,Wide product selection,Product quality and accuracy,432418
2023/06/07 9:28:09 AM GMT+5:30,12,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,Filter,First page,1,Maybe,Rarely,High shipping costs,Never,No,Occasionally,No,4,Sometimes,1,4,All the above,Nil,838721
2023/06/04 9:22:58 PM GMT+5:30,21,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Keyword,Multiple pages,3,Yes,Rarely,others,Always,Yes,Heavily,Yes,4,No,2,4,User-friendly website/app interface,Quality of product is very poor according to the big offers,347417
